word,count,GPE,date,article_index
Washington_2009-03-18_4341,2,Washington,2009-03-18,4341
Pakistan_2015-03-22_7594,2,Pakistan,2015-03-22,7594
United_2009-03-18_4341,2,United,2009-03-18,4341
States_2009-03-18_4341,2,States,2009-03-18,4341
Islamabad_2009-03-18_4341,2,Islamabad,2009-03-18,4341
Kabul_2009-03-18_4341,2,Kabul,2009-03-18,4341
Kabul_2001-10-24_1073,2,Kabul,2001-10-24,1073
Afghanistan_2008-12-04_4200,2,Afghanistan,2008-12-04,4200
India_2008-12-04_4200,2,India,2008-12-04,4200
Yemen_2001-10-28_1109,2,Yemen,2001-10-28,1109
Province_2015-11-08_7808,2,Province,2015-11-08,7808
Sheikh_2015-11-08_7808,2,Sheikh,2015-11-08,7808
el_2015-11-08_7808,2,el,2015-11-08,7808
Sharm_2015-11-08_7808,2,Sharm,2015-11-08,7808
Wadood_2015-11-06_7807,2,Wadood,2015-11-06,7807
Afghanistan_2015-11-06_7807,2,Afghanistan,2015-11-06,7807
Afghanistan_2015-11-05_7806,2,Afghanistan,2015-11-05,7806
Afghanistan_2008-09-11_4057,2,Afghanistan,2008-09-11,4057
Arabia_2001-10-31_1143,2,Arabia,2001-10-31,1143
Saudi_2001-10-31_1143,2,Saudi,2001-10-31,1143
Northern_2008-09-11_4058,2,Northern,2008-09-11,4058
Ireland_2008-09-11_4058,2,Ireland,2008-09-11,4058
Pakistan_2015-11-04_7805,2,Pakistan,2015-11-04,7805
Slovenia_2015-11-03_7802,2,Slovenia,2015-11-03,7802
Pakistan_2008-09-13_4060,2,Pakistan,2008-09-13,4060
Jalalabad_2008-09-13_4060,2,Jalalabad,2008-09-13,4060
Norway_2015-11-03_7802,2,Norway,2015-11-03,7802
Nangahar_2008-09-13_4060,2,Nangahar,2008-09-13,4060
Iran_2015-10-31_7800,2,Iran,2015-10-31,7800
Turkey_2015-10-31_7800,2,Turkey,2015-10-31,7800
Britain_2001-10-31_1142,2,Britain,2001-10-31,1142
Afghanistan_2008-09-15_4063,2,Afghanistan,2008-09-15,4063
Islamabad_2008-09-15_4063,2,Islamabad,2008-09-15,4063
Britain_2008-09-15_4063,2,Britain,2008-09-15,4063
Cuba_2015-10-30_7799,2,Cuba,2015-10-30,7799
London_2015-10-30_7799,2,London,2015-10-30,7799
Jamaica_2008-09-16_4064,2,Jamaica,2008-09-16,4064
Pakistan_2015-10-30_7798,2,Pakistan,2015-10-30,7798
Afghanistan_2008-09-16_4064,2,Afghanistan,2008-09-16,4064
UK_2008-09-16_4065,2,UK,2008-09-16,4065
Sinai_2015-11-08_7808,2,Sinai,2015-11-08,7808
Iraq_2015-11-08_7808,2,Iraq,2015-11-08,7808
York_2008-12-04_4199,2,York,2008-12-04,4199
Vietnam_2015-11-10_7809,2,Vietnam,2015-11-10,7809
Manhattan_2001-10-31_1148,2,Manhattan,2001-10-31,1148
America_2008-09-04_4039,2,America,2008-09-04,4039
Iraq_2008-09-04_4039,2,Iraq,2008-09-04,4039
Afghanistan_2008-09-04_4039,2,Afghanistan,2008-09-04,4039
Afghanistan_2001-09-12_418,2,Afghanistan,2001-09-12,418
Iraq_2015-11-17_7818,2,Iraq,2015-11-17,7818
Afghanistan_2015-11-17_7818,2,Afghanistan,2015-11-17,7818
Paris_2015-11-17_7818,2,Paris,2015-11-17,7818
Paris_2015-11-16_7817,2,Paris,2015-11-16,7817
Washington_2008-09-05_4042,2,Washington,2008-09-05,4042
Turkey_2015-11-16_7816,2,Turkey,2015-11-16,7816
Washington_2008-09-06_4044,2,Washington,2008-09-06,4044
France_2015-11-15_7815,2,France,2015-11-15,7815
Iraq_2015-11-15_7815,2,Iraq,2015-11-15,7815
Afghanistan_2008-09-06_4046,2,Afghanistan,2008-09-06,4046
Pakistan_2015-11-15_7814,2,Pakistan,2015-11-15,7814
India_2008-09-06_4046,2,India,2008-09-06,4046
New_2008-09-06_4046,2,New,2008-09-06,4046
Delhi_2008-09-06_4046,2,Delhi,2008-09-06,4046
Paris_2015-11-15_7814,2,Paris,2015-11-15,7814
Afghanistan_2008-09-09_4049,2,Afghanistan,2008-09-09,4049
Iraq_2015-11-14_7813,2,Iraq,2015-11-14,7813
Iran_2001-10-31_1145,2,Iran,2001-10-31,1145
Afghanistan_2008-09-09_4050,2,Afghanistan,2008-09-09,4050
Afghanistan_2015-11-14_7812,2,Afghanistan,2015-11-14,7812
Britain_2015-11-12_7811,2,Britain,2015-11-12,7811
Pakistan_2008-09-09_4053,2,Pakistan,2008-09-09,4053
Modi_2015-11-12_7811,2,Modi,2015-11-12,7811
Afghanistan_2008-09-09_4053,2,Afghanistan,2008-09-09,4053
UK_2008-09-16_4066,2,UK,2008-09-16,4066
Pakistan_2015-10-29_7796,2,Pakistan,2015-10-29,7796
Gaza_2001-11-06_1211,2,Gaza,2001-11-06,1211
Kabul_2001-09-12_422,2,Kabul,2001-09-12,422
North_2008-09-23_4078,2,North,2008-09-23,4078
Korea_2008-09-23_4078,2,Korea,2008-09-23,4078
New_2008-09-23_4079,2,New,2008-09-23,4079
York_2008-09-23_4079,2,York,2008-09-23,4079
Pakistan_2008-09-23_4079,2,Pakistan,2008-09-23,4079
Hussain_2015-10-21_7788,2,Hussain,2015-10-21,7788
North_2008-09-23_4079,2,North,2008-09-23,4079
Korea_2008-09-23_4079,2,Korea,2008-09-23,4079
Australia_2015-10-20_7787,2,Australia,2015-10-20,7787
Afghanistan_2015-10-20_7787,2,Afghanistan,2015-10-20,7787
Pakistan_2001-10-30_1135,2,Pakistan,2001-10-30,1135
Pakistan_2008-09-26_4082,2,Pakistan,2008-09-26,4082
United_2008-09-26_4082,2,United,2008-09-26,4082
States_2008-09-26_4082,2,States,2008-09-26,4082
Iraq_2008-09-26_4082,2,Iraq,2008-09-26,4082
Washington_2001-09-12_424,2,Washington,2001-09-12,424
Britain_2008-09-26_4083,2,Britain,2008-09-26,4083
Pakistan_2008-09-27_4084,2,Pakistan,2008-09-27,4084
Kunduz_2015-10-18_7785,2,Kunduz,2015-10-18,7785
States_2015-10-18_7785,2,States,2015-10-18,7785
Ireland_2001-10-30_1134,2,Ireland,2001-10-30,1134
Northern_2001-10-30_1134,2,Northern,2001-10-30,1134
United_2015-10-18_7785,2,United,2015-10-18,7785
England_2001-10-30_1134,2,England,2001-10-30,1134
Pakistan_2008-09-27_4085,2,Pakistan,2008-09-27,4085
East_2001-09-12_424,2,East,2001-09-12,424
Arabia_2001-10-30_1134,2,Arabia,2001-10-30,1134
Iran_2008-09-27_4086,2,Iran,2008-09-27,4086
Africa_2001-09-12_424,2,Africa,2001-09-12,424
Texas_2001-10-30_1135,2,Texas,2001-10-30,1135
Georgia_2008-09-23_4078,2,Georgia,2008-09-23,4078
Pakistan_2008-09-23_4078,2,Pakistan,2008-09-23,4078
Afghanistan_2008-09-22_4073,2,Afghanistan,2008-09-22,4073
Afghanistan_2008-09-20_4069,2,Afghanistan,2008-09-20,4069
Islamabad_2008-09-20_4070,2,Islamabad,2008-09-20,4070
Pakistan_2008-09-20_4070,2,Pakistan,2008-09-20,4070
Afghanistan_2008-09-20_4070,2,Afghanistan,2008-09-20,4070
UK_2015-10-29_7795,2,UK,2015-10-29,7795
Qatar_2015-10-29_7795,2,Qatar,2015-10-29,7795
United_2001-09-12_423,2,United,2001-09-12,423
Shenzhen_2008-09-21_4072,2,Shenzhen,2008-09-21,4072
Hong_2008-09-21_4072,2,Hong,2008-09-21,4072
Kong_2008-09-21_4072,2,Kong,2008-09-21,4072
China_2015-10-28_7794,2,China,2015-10-28,7794
Kabul_2015-10-28_7794,2,Kabul,2015-10-28,7794
Islamabad_2008-09-22_4073,2,Islamabad,2008-09-22,4073
Britain_2008-09-22_4073,2,Britain,2008-09-22,4073
City_2001-10-30_1135,2,City,2001-10-30,1135
Islamabad_2008-09-22_4074,2,Islamabad,2008-09-22,4074
States_2001-09-12_423,2,States,2001-09-12,423
Afghanistan_2001-10-31_1139,2,Afghanistan,2001-10-31,1139
America_2008-09-22_4074,2,America,2008-09-22,4074
Washington_2001-09-12_423,2,Washington,2001-09-12,423
Mooloolaba_2015-10-27_7791,2,Mooloolaba,2015-10-27,7791
Britain_2015-10-26_7790,2,Britain,2015-10-26,7790
USA_2001-09-12_423,2,USA,2001-09-12,423
Islamabad_2008-09-23_4077,2,Islamabad,2008-09-23,4077
Greece_2015-10-26_7790,2,Greece,2015-10-26,7790
New_2008-09-23_4078,2,New,2008-09-23,4078
York_2008-09-23_4078,2,York,2008-09-23,4078
Afghanistan_2015-10-26_7790,2,Afghanistan,2015-10-26,7790
Las_2015-11-19_7819,2,Las,2015-11-19,7819
Vegas_2015-11-19_7819,2,Vegas,2015-11-19,7819
Washington_2008-09-04_4038,2,Washington,2008-09-04,4038
Britain_2015-12-22_7844,2,Britain,2015-12-22,7844
Iraq_2015-12-24_7852,2,Iraq,2015-12-24,7852
America_2008-08-19_3999,2,America,2008-08-19,3999
Afghanistan_2001-11-01_1154,2,Afghanistan,2001-11-01,1154
Kabul_2008-08-19_4000,2,Kabul,2008-08-19,4000
Pakistan_2001-11-01_1153,2,Pakistan,2001-11-01,1153
Georgia_2008-08-19_4002,2,Georgia,2008-08-19,4002
Moscow_2008-08-19_4002,2,Moscow,2008-08-19,4002
Kabul_2015-12-23_7849,2,Kabul,2015-12-23,7849
Afghanistan_2001-11-01_1153,2,Afghanistan,2001-11-01,1153
Khost_2008-08-19_4003,2,Khost,2008-08-19,4003
Jalalabad_2008-08-19_4003,2,Jalalabad,2008-08-19,4003
Afghanistan_2015-12-23_7848,2,Afghanistan,2015-12-23,7848
Kunduz_2015-12-22_7847,2,Kunduz,2015-12-22,7847
Serbia_2008-08-19_4004,2,Serbia,2008-08-19,4004
UK_2015-12-22_7847,2,UK,2015-12-22,7847
Soviet_2008-08-19_4004,2,Soviet,2008-08-19,4004
Union_2008-08-19_4004,2,Union,2008-08-19,4004
Kabul_2015-12-22_7847,2,Kabul,2015-12-22,7847
Ukraine_2008-08-19_4004,2,Ukraine,2008-08-19,4004
Kavisi_2015-12-22_7846,2,Kavisi,2015-12-22,7846
Kosovo_2008-08-19_4004,2,Kosovo,2008-08-19,4004
Bergdahl_2015-12-22_7845,2,Bergdahl,2015-12-22,7845
Carolina_2015-12-22_7845,2,Carolina,2015-12-22,7845
North_2015-12-22_7845,2,North,2015-12-22,7845
Afghanistan_2001-10-31_1152,2,Afghanistan,2001-10-31,1152
Egypt_2008-08-20_4005,2,Egypt,2008-08-20,4005
Afghanistan_2015-12-22_7845,2,Afghanistan,2015-12-22,7845
Italy_2008-08-20_4005,2,Italy,2008-08-20,4005
Britain_2008-08-20_4006,2,Britain,2008-08-20,4006
Afghanistan_2001-09-12_416,2,Afghanistan,2001-09-12,416
India_2008-08-18_3997,2,India,2008-08-18,3997
Nigeria_2015-12-26_7853,2,Nigeria,2015-12-26,7853
Colombia_2008-08-15_3992,2,Colombia,2008-08-15,3992
Tunisia_2015-12-30_7856,2,Tunisia,2015-12-30,7856
Paris_2015-12-30_7856,2,Paris,2015-12-30,7856
Greece_2015-12-30_7856,2,Greece,2015-12-30,7856
Arabia_2001-11-01_1157,2,Arabia,2001-11-01,1157
Havana_2015-12-30_7856,2,Havana,2015-12-30,7856
Argentina_2015-12-30_7856,2,Argentina,2015-12-30,7856
Arabia_2015-12-30_7856,2,Arabia,2015-12-30,7856
Saudi_2015-12-30_7856,2,Saudi,2015-12-30,7856
Afghanistan_2008-08-12_3990,2,Afghanistan,2008-08-12,3990
Helmand_2008-08-12_3990,2,Helmand,2008-08-12,3990
Afghanistan_2008-08-12_3991,2,Afghanistan,2008-08-12,3991
Islamabad_2008-08-12_3991,2,Islamabad,2008-08-12,3991
Iran_2008-08-15_3992,2,Iran,2008-08-15,3992
London_2001-11-01_1156,2,London,2001-11-01,1156
Delhi_2008-08-18_3995,2,Delhi,2008-08-18,3995
Kandahar_2008-08-15_3992,2,Kandahar,2008-08-15,3992
America_2008-08-15_3992,2,America,2008-08-15,3992
Nangarhar_2008-08-15_3992,2,Nangarhar,2008-08-15,3992
Afghanistan_2001-11-01_1156,2,Afghanistan,2001-11-01,1156
Musharraf_2008-08-18_3994,2,Musharraf,2008-08-18,3994
America_2001-11-01_1155,2,America,2001-11-01,1155
United_2008-08-18_3994,2,United,2008-08-18,3994
States_2008-08-18_3994,2,States,2008-08-18,3994
Afghanistan_2015-12-26_7853,2,Afghanistan,2015-12-26,7853
Afghanistan_2008-08-18_3995,2,Afghanistan,2008-08-18,3995
Manhattan_2001-09-12_416,2,Manhattan,2001-09-12,416
Mali_2015-12-26_7853,2,Mali,2015-12-26,7853
Afghanistan_2001-11-01_1155,2,Afghanistan,2001-11-01,1155
Iran_2008-08-20_4006,2,Iran,2008-08-20,4006
Kabul_2008-08-21_4007,2,Kabul,2008-08-21,4007
Pakistan_2015-11-19_7819,2,Pakistan,2015-11-19,7819
Delhi_2001-10-31_1151,2,Delhi,2001-10-31,1151
Kunduz_2015-12-09_7832,2,Kunduz,2015-12-09,7832
Afghanistan_2015-12-09_7832,2,Afghanistan,2015-12-09,7832
Wardak_2015-12-09_7831,2,Wardak,2015-12-09,7831
Afghanistan_2015-12-09_7831,2,Afghanistan,2015-12-09,7831
Japan_2008-08-26_4024,2,Japan,2008-08-26,4024
United_2008-08-26_4025,2,United,2008-08-26,4025
States_2008-08-26_4025,2,States,2008-08-26,4025
London_2001-10-31_1150,2,London,2001-10-31,1150
Pakistan_2008-08-28_4026,2,Pakistan,2008-08-28,4026
Arabia_2015-12-07_7830,2,Arabia,2015-12-07,7830
Saudi_2015-12-07_7830,2,Saudi,2015-12-07,7830
Britain_2001-10-31_1150,2,Britain,2001-10-31,1150
Pakistan_2015-12-07_7830,2,Pakistan,2015-12-07,7830
Kandahar_2001-10-31_1149,2,Kandahar,2001-10-31,1149
Ohio_2008-08-29_4027,2,Ohio,2008-08-29,4027
Iran_2001-10-31_1148,2,Iran,2001-10-31,1148
Iran_2008-08-29_4027,2,Iran,2008-08-29,4027
Georgia_2008-08-29_4027,2,Georgia,2008-08-29,4027
Yemen_2015-12-02_7827,2,Yemen,2015-12-02,7827
Kunduz_2015-11-25_7822,2,Kunduz,2015-11-25,7822
Afghanistan_2008-09-02_4034,2,Afghanistan,2008-09-02,4034
Kabul_2015-11-25_7821,2,Kabul,2015-11-25,7821
Kandahar_2008-09-03_4036,2,Kandahar,2008-09-03,4036
Pakistan_2001-10-31_1148,2,Pakistan,2001-10-31,1148
America_2008-09-03_4036,2,America,2008-09-03,4036
Iraq_2008-09-03_4036,2,Iraq,2008-09-03,4036
Somalia_2015-11-20_7820,2,Somalia,2015-11-20,7820
Islamabad_2001-10-31_1148,2,Islamabad,2001-10-31,1148
Iran_2008-09-03_4037,2,Iran,2008-09-03,4037
Pennsylvania_2008-08-26_4023,2,Pennsylvania,2008-08-26,4023
Pakistan_2015-12-09_7832,2,Pakistan,2015-12-09,7832
Iran_2008-08-26_4022,2,Iran,2008-08-26,4022
Baghdad_2008-08-22_4014,2,Baghdad,2008-08-22,4014
Karzai_2008-08-21_4007,2,Karzai,2008-08-21,4007
New_2001-10-31_1151,2,New,2001-10-31,1151
Afghanistan_2015-12-21_7841,2,Afghanistan,2015-12-21,7841
Paris_2015-12-16_7840,2,Paris,2015-12-16,7840
Zimbabwe_2001-10-31_1151,2,Zimbabwe,2001-10-31,1151
Afghanistan_2001-10-31_1151,2,Afghanistan,2001-10-31,1151
Hercules_2008-08-22_4011,2,Hercules,2008-08-22,4011
Kabul_2008-08-22_4012,2,Kabul,2008-08-22,4012
Britain_2008-08-22_4012,2,Britain,2008-08-22,4012
Brussels_2008-08-22_4013,2,Brussels,2008-08-22,4013
Jordan_2001-10-31_1150,2,Jordan,2001-10-31,1150
Afghanistan_2015-12-10_7837,2,Afghanistan,2015-12-10,7837
America_2015-12-10_7836,2,America,2015-12-10,7836
Turkey_2015-12-10_7835,2,Turkey,2015-12-10,7835
States_2001-09-12_417,2,States,2001-09-12,417
Ismatullah_2008-08-23_4016,2,Ismatullah,2008-08-23,4016
Syria_2015-12-10_7835,2,Syria,2015-12-10,7835
Kandahar_2008-08-23_4016,2,Kandahar,2008-08-23,4016
Afghanistan_2008-08-23_4017,2,Afghanistan,2008-08-23,4017
Kabul_2015-12-09_7834,2,Kabul,2015-12-09,7834
China_2015-12-09_7834,2,China,2015-12-09,7834
Nightingale_2008-08-23_4018,2,Nightingale,2008-08-23,4018
Prince_2008-08-24_4019,2,Prince,2008-08-24,4019
Harry_2008-08-24_4019,2,Harry,2008-08-24,4019
Afghanistan_2008-08-26_4020,2,Afghanistan,2008-08-26,4020
United_2001-09-12_417,2,United,2001-09-12,417
Helmand_2008-08-26_4021,2,Helmand,2008-08-26,4021
Pennsylvania_2008-08-26_4022,2,Pennsylvania,2008-08-26,4022
Afghanistan_2015-10-15_7784,2,Afghanistan,2015-10-15,7784
Yemen_2001-09-12_424,2,Yemen,2001-09-12,424
Washington_2008-09-27_4086,2,Washington,2008-09-27,4086
UK_2008-11-16_4177,2,UK,2008-11-16,4177
Helmand_2008-11-10_4167,2,Helmand,2008-11-10,4167
Britain_2015-09-08_7731,2,Britain,2015-09-08,7731
Washington_2008-11-12_4168,2,Washington,2008-11-12,4168
York_2015-09-08_7731,2,York,2015-09-08,7731
New_2015-09-08_7731,2,New,2015-09-08,7731
Australia_2015-09-07_7730,2,Australia,2015-09-07,7730
Washington_2008-11-12_4169,2,Washington,2008-11-12,4169
Hutton_2008-11-12_4169,2,Hutton,2008-11-12,4169
Afghanistan_2015-09-05_7729,2,Afghanistan,2015-09-05,7729
Afghanistan_2001-09-13_431,2,Afghanistan,2001-09-13,431
Kandahar_2008-11-13_4172,2,Kandahar,2008-11-13,4172
Serbia_2015-09-05_7729,2,Serbia,2015-09-05,7729
Helmand_2008-11-14_4173,2,Helmand,2008-11-14,4173
Pakistan_2008-11-14_4173,2,Pakistan,2008-11-14,4173
Jalalabad_2008-11-14_4173,2,Jalalabad,2008-11-14,4173
Britain_2008-11-14_4173,2,Britain,2008-11-14,4173
City_2015-09-05_7728,2,City,2015-09-05,7728
West_2001-09-13_431,2,West,2001-09-13,431
London_2015-09-05_7727,2,London,2015-09-05,7727
DfID_2015-09-05_7727,2,DfID,2015-09-05,7727
London_2008-11-16_4175,2,London,2008-11-16,4175
Colombia_2008-11-16_4175,2,Colombia,2008-11-16,4175
Bank_2001-09-13_431,2,Bank,2001-09-13,431
Washington_2008-11-16_4176,2,Washington,2008-11-16,4176
Kabul_2001-09-13_431,2,Kabul,2001-09-13,431
India_2008-11-16_4176,2,India,2008-11-16,4176
Vietnam_2015-09-04_7725,2,Vietnam,2015-09-04,7725
Nangarhar_2008-11-16_4177,2,Nangarhar,2008-11-16,4177
Italy_2015-09-04_7725,2,Italy,2015-09-04,7725
Britain_2008-11-09_4166,2,Britain,2008-11-09,4166
France_2015-09-09_7734,2,France,2015-09-09,7734
Afghanistan_2015-09-09_7734,2,Afghanistan,2015-09-09,7734
States_2008-11-05_4156,2,States,2008-11-05,4156
Afghanistan_2001-10-29_1122,2,Afghanistan,2001-10-29,1122
Afghanistan_2008-11-05_4155,2,Afghanistan,2008-11-05,4155
Jordan_2015-09-10_7738,2,Jordan,2015-09-10,7738
Turkey_2015-09-10_7738,2,Turkey,2015-09-10,7738
Damascus_2008-11-05_4155,2,Damascus,2008-11-05,4155
London_2008-11-05_4155,2,London,2008-11-05,4155
Washington_2008-11-05_4155,2,Washington,2008-11-05,4155
Tehran_2008-11-05_4155,2,Tehran,2008-11-05,4155
Kandahar_2015-09-10_7737,2,Kandahar,2015-09-10,7737
Afghanistan_2008-11-05_4156,2,Afghanistan,2008-11-05,4156
Gaza_2001-09-13_430,2,Gaza,2001-09-13,430
Libya_2001-09-13_430,2,Libya,2001-09-13,430
United_2008-11-05_4156,2,United,2008-11-05,4156
Pakistan_2001-10-29_1121,2,Pakistan,2001-10-29,1121
Damascus_2015-09-09_7734,2,Damascus,2015-09-09,7734
Mosul_2015-09-10_7736,2,Mosul,2015-09-10,7736
Iraq_2015-09-10_7736,2,Iraq,2015-09-10,7736
Kenya_2015-09-10_7736,2,Kenya,2015-09-10,7736
Afghanistan_2001-10-29_1120,2,Afghanistan,2001-10-29,1120
Italy_2015-09-10_7736,2,Italy,2015-09-10,7736
Baghdad_2001-10-29_1120,2,Baghdad,2001-10-29,1120
Pakistan_2015-09-10_7736,2,Pakistan,2015-09-10,7736
Afghanistan_2008-11-06_4160,2,Afghanistan,2008-11-06,4160
Afghanistan_2015-09-10_7736,2,Afghanistan,2015-09-10,7736
Kalashnikovs_2001-10-29_1119,2,Kalashnikovs,2001-10-29,1119
Islamabad_2008-11-07_4162,2,Islamabad,2008-11-07,4162
Pakistan_2001-09-13_430,2,Pakistan,2001-09-13,430
Libya_2015-09-09_7734,2,Libya,2015-09-09,7734
Helmand_2008-11-16_4177,2,Helmand,2008-11-16,4177
Colombia_2008-11-16_4177,2,Colombia,2008-11-16,4177
States_2008-11-04_4154,2,States,2008-11-04,4154
Karzai_2008-11-16_4177,2,Karzai,2008-11-16,4177
Russia_2008-12-02_4193,2,Russia,2008-12-02,4193
Pakistan_2001-10-28_1110,2,Pakistan,2001-10-28,1110
Britain_2008-12-02_4193,2,Britain,2008-12-02,4193
United_2015-08-25_7717,2,United,2015-08-25,7717
States_2001-09-13_433,2,States,2001-09-13,433
America_2001-09-13_433,2,America,2001-09-13,433
Palestine_2001-09-13_433,2,Palestine,2001-09-13,433
Israel_2001-09-13_433,2,Israel,2001-09-13,433
Afghanistan_2015-08-23_7716,2,Afghanistan,2015-08-23,7716
Kabul_2015-08-23_7716,2,Kabul,2015-08-23,7716
Afghanistan_2008-12-02_4195,2,Afghanistan,2008-12-02,4195
Australia_2015-08-22_7714,2,Australia,2015-08-22,7714
Kabul_2008-12-03_4196,2,Kabul,2008-12-03,4196
Abbott_2015-08-22_7714,2,Abbott,2015-08-22,7714
Afghanistan_2015-08-22_7714,2,Afghanistan,2015-08-22,7714
India_2008-12-03_4197,2,India,2008-12-03,4197
Fairfax_2015-08-22_7713,2,Fairfax,2015-08-22,7713
Pakistan_2015-08-21_7712,2,Pakistan,2015-08-21,7712
UK_2015-08-21_7712,2,UK,2015-08-21,7712
New_2001-09-13_434,2,New,2001-09-13,434
York_2001-09-13_434,2,York,2001-09-13,434
Uzbekistan_2001-09-13_434,2,Uzbekistan,2001-09-13,434
Taiba_2008-12-03_4198,2,Taiba,2008-12-03,4198
Bettina_2015-08-19_7709,2,Bettina,2015-08-19,7709
Afghanistan_2008-12-03_4198,2,Afghanistan,2008-12-03,4198
Mumbai_2008-12-03_4198,2,Mumbai,2008-12-03,4198
Baghdad_2015-08-19_7709,2,Baghdad,2015-08-19,7709
Pakistan_2015-08-16_7708,2,Pakistan,2015-08-16,7708
New_2008-12-04_4199,2,New,2008-12-04,4199
America_2008-12-02_4193,2,America,2008-12-02,4193
United_2001-09-13_433,2,United,2001-09-13,433
Theresa_2015-08-26_7718,2,Theresa,2015-08-26,7718
DfID_2001-10-28_1111,2,DfID,2001-10-28,1111
Karzai_2008-11-16_4178,2,Karzai,2008-11-16,4178
Kabul_2008-11-16_4178,2,Kabul,2008-11-16,4178
Lebanon_2015-09-04_7725,2,Lebanon,2015-09-04,7725
Nairobi_2008-11-17_4179,2,Nairobi,2008-11-17,4179
Kabul_2001-10-28_1114,2,Kabul,2001-10-28,1114
Baidoa_2008-11-17_4179,2,Baidoa,2008-11-17,4179
Greece_2015-09-04_7725,2,Greece,2015-09-04,7725
Kabul_2008-11-17_4180,2,Kabul,2008-11-17,4180
Bingham_2008-11-19_4181,2,Bingham,2008-11-19,4181
London_2008-11-19_4181,2,London,2008-11-19,4181
Hamburg_2015-09-01_7722,2,Hamburg,2015-09-01,7722
Turkey_2015-09-01_7722,2,Turkey,2015-09-01,7722
Afghanistan_2008-11-24_4184,2,Afghanistan,2008-11-24,4184
Australia_2015-09-01_7722,2,Australia,2015-09-01,7722
Jalalabad_2001-10-28_1110,2,Jalalabad,2001-10-28,1110
Mumbai_2008-11-28_4188,2,Mumbai,2008-11-28,4188
Kosovo_2001-10-28_1111,2,Kosovo,2001-10-28,1111
Pakistan_2008-11-29_4189,2,Pakistan,2008-11-29,4189
Kabul_2015-08-27_7721,2,Kabul,2015-08-27,7721
Helmand_2015-08-27_7721,2,Helmand,2015-08-27,7721
Britain_2008-11-29_4190,2,Britain,2008-11-29,4190
Afghanistan_2008-11-29_4190,2,Afghanistan,2008-11-29,4190
Singh_2008-11-29_4190,2,Singh,2008-11-29,4190
UK_2008-12-01_4191,2,UK,2008-12-01,4191
Iraq_2008-12-01_4191,2,Iraq,2008-12-01,4191
Gaza_2008-12-01_4191,2,Gaza,2008-12-01,4191
Britain_2008-12-01_4191,2,Britain,2008-12-01,4191
Britain_2008-12-01_4192,2,Britain,2008-12-01,4192
Geneva_2015-09-10_7738,2,Geneva,2015-09-10,7738
United_2008-11-04_4154,2,United,2008-11-04,4154
Afghanistan_2008-09-27_4086,2,Afghanistan,2008-09-27,4086
Yugoslavia_2001-10-30_1131,2,Yugoslavia,2001-10-30,1131
America_2008-10-06_4100,2,America,2008-10-06,4100
Liberia_2015-10-11_7774,2,Liberia,2015-10-11,7774
Kunduz_2015-10-08_7772,2,Kunduz,2015-10-08,7772
India_2008-10-06_4100,2,India,2008-10-06,4100
UK_2008-10-06_4101,2,UK,2008-10-06,4101
Iraq_2001-09-12_425,2,Iraq,2001-09-12,425
Geneva_2015-10-07_7771,2,Geneva,2015-10-07,7771
Kunduz_2015-10-07_7769,2,Kunduz,2015-10-07,7769
Britain_2008-10-07_4104,2,Britain,2008-10-07,4104
Washington_2008-10-07_4104,2,Washington,2008-10-07,4104
Russia_2015-10-06_7768,2,Russia,2015-10-06,7768
Israel_2001-10-30_1132,2,Israel,2001-10-30,1132
Yemen_2015-10-06_7767,2,Yemen,2015-10-06,7767
Britain_2001-10-30_1132,2,Britain,2001-10-30,1132
Kabul_2008-10-09_4109,2,Kabul,2008-10-09,4109
Israel_2001-09-12_425,2,Israel,2001-09-12,425
Mecca_2001-10-30_1132,2,Mecca,2001-10-30,1132
Afghanistan_2008-10-10_4111,2,Afghanistan,2008-10-10,4111
Helmand_2008-10-12_4112,2,Helmand,2008-10-12,4112
Helmand_2008-10-12_4113,2,Helmand,2008-10-12,4113
Iraq_2008-10-12_4113,2,Iraq,2008-10-12,4113
Takhar_2001-09-12_426,2,Takhar,2001-09-12,426
Helmand_2008-10-16_4115,2,Helmand,2008-10-16,4115
Afghanistan_2001-10-30_1131,2,Afghanistan,2001-10-30,1131
Afghanistan_2008-10-16_4116,2,Afghanistan,2008-10-16,4116
Spain_2015-10-04_7763,2,Spain,2015-10-04,7763
Afghanistan_2008-10-17_4118,2,Afghanistan,2008-10-17,4118
Danishi_2015-10-04_7762,2,Danishi,2015-10-04,7762
Iraq_2008-10-17_4119,2,Iraq,2008-10-17,4119
UK_2008-10-06_4100,2,UK,2008-10-06,4100
UK_2015-10-12_7775,2,UK,2015-10-12,7775
Kandahar_2001-10-30_1133,2,Kandahar,2001-10-30,1133
Pakistan_2008-10-01_4093,2,Pakistan,2008-10-01,4093
America_2015-10-15_7783,2,America,2015-10-15,7783
Oklahoma_2001-09-12_424,2,Oklahoma,2001-09-12,424
Saudi_2001-10-30_1134,2,Saudi,2001-10-30,1134
Turkmenistan_2015-10-15_7782,2,Turkmenistan,2015-10-15,7782
city_2008-09-28_4089,2,city,2008-09-28,4089
Cuba_2001-09-12_424,2,Cuba,2001-09-12,424
North_2001-09-12_424,2,North,2001-09-12,424
Korea_2001-09-12_424,2,Korea,2001-09-12,424
Kabul_2008-09-30_4091,2,Kabul,2008-09-30,4091
