word,count,FAC,date,article_index
Guantanamo_2003-12-03_2429,26,Guantanamo,2003-12-03,2429
Mir_2001-03-22_285,23,Mir,2001-03-22,285
Familia_2009-07-18_4562,14,Familia,2009-07-18,4562
La_2009-07-18_4562,14,La,2009-07-18,4562
Guantanamo_2004-03-14_2498,13,Guantanamo,2004-03-14,2498
Guantanamo_2014-06-09_7258,11,Guantanamo,2014-06-09,7258
Guantánamo_2009-05-21_4470,10,Guantánamo,2009-05-21,4470
Guantánamo_2009-11-12_4846,9,Guantánamo,2009-11-12,4846
Guantánamo_2015-02-05_7549,9,Guantánamo,2015-02-05,7549
Mir_2001-11-12_1268,8,Mir,2001-11-12,1268
Mir_2012-11-26_6547,8,Mir,2012-11-26,6547
Guantanamo_2004-03-06_2487,8,Guantanamo,2004-03-06,2487
Guantánamo_2018-12-13_8430,7,Guantánamo,2018-12-13,8430
Guantanamo_2005-02-06_2694,7,Guantanamo,2005-02-06,2694
Guantánamo_2013-04-20_6708,7,Guantánamo,2013-04-20,6708
Guantanamo_2005-09-25_2795,7,Guantanamo,2005-09-25,2795
Mir_2018-12-13_8430,7,Mir,2018-12-13,8430
Guantanamo_2004-03-14_2499,7,Guantanamo,2004-03-14,2499
Guantanamo_2003-07-19_2345,7,Guantanamo,2003-07-19,2345
David_2012-05-21_6322,6,David,2012-05-21,6322
Gwadar_2011-04-08_5793,6,Gwadar,2011-04-08,5793
Guantanamo_2004-02-12_2471,6,Guantanamo,2004-02-12,2471
Hood_2014-04-03_7135,6,Hood,2014-04-03,7135
Camp_2012-05-21_6322,6,Camp,2012-05-21,6322
Fort_2014-04-03_7135,6,Fort,2014-04-03,7135
Mir_2014-04-23_7161,6,Mir,2014-04-23,7161
Guantánamo_2015-08-25_7717,6,Guantánamo,2015-08-25,7717
Guantánamo_2005-08-06_2777,6,Guantánamo,2005-08-06,2777
Guantánamo_2016-11-03_8053,6,Guantánamo,2016-11-03,8053
Mir_2014-08-29_7341,6,Mir,2014-08-29,7341
Guantanamo_2003-04-23_2286,6,Guantanamo,2003-04-23,2286
Guantánamo_2020-12-13_8731,6,Guantánamo,2020-12-13,8731
Delta_2003-07-19_2345,6,Delta,2003-07-19,2345
Guantanamo_2014-06-01_7214,6,Guantanamo,2014-06-01,7214
Guantanamo_2002-10-30_2142,6,Guantanamo,2002-10-30,2142
Camp_2003-07-19_2345,6,Camp,2003-07-19,2345
La_2010-07-19_5213,6,La,2010-07-19,5213
Familia_2010-07-19_5213,6,Familia,2010-07-19,5213
Guantanamo_2007-03-18_3261,5,Guantanamo,2007-03-18,3261
Guantánamo_2014-10-02_7390,5,Guantánamo,2014-10-02,7390
Port_2016-06-13_7979,5,Port,2016-06-13,7979
Camp_2012-03-14_6244,5,Camp,2012-03-14,6244
Street_2003-01-11_2198,5,Street,2003-01-11,2198
Lucie_2016-06-13_7979,5,Lucie,2016-06-13,7979
Guantanamo_2010-12-01_5560,5,Guantanamo,2010-12-01,5560
Guantánamo_2012-01-01_6165,5,Guantánamo,2012-01-01,6165
Camp_2005-03-19_2705,5,Camp,2005-03-19,2705
Guantanamo_2012-01-10_6174,5,Guantanamo,2012-01-10,6174
Guantánamo_2017-02-22_8132,5,Guantánamo,2017-02-22,8132
Ellwood_2021-09-04_9386,5,Ellwood,2021-09-04,9386
Park_2007-07-10_3389,5,Park,2007-07-10,3389
Finsbury_2007-07-10_3389,5,Finsbury,2007-07-10,3389
Bastion_2012-07-18_6377,5,Bastion,2012-07-18,6377
Street_2015-09-05_7728,5,Street,2015-09-05,7728
Main_2003-01-11_2198,5,Main,2003-01-11,2198
Square_2010-05-04_5070,5,Square,2010-05-04,5070
Camp_2012-07-18_6377,5,Camp,2012-07-18,6377
Finsbury_2007-07-09_3388,5,Finsbury,2007-07-09,3388
Gitmo_2014-06-03_7226,5,Gitmo,2014-06-03,7226
Guantánamo_2013-04-20_6707,5,Guantánamo,2013-04-20,6707
Guantánamo_2012-10-08_6471,5,Guantánamo,2012-10-08,6471
Guantánamo_2008-05-07_3856,5,Guantánamo,2008-05-07,3856
Times_2010-05-04_5070,5,Times,2010-05-04,5070
Fenchurch_2015-09-05_7728,5,Fenchurch,2015-09-05,7728
Mir_2014-04-27_7169,5,Mir,2014-04-27,7169
Mir_2014-04-23_7164,5,Mir,2014-04-23,7164
Bahria_2019-07-08_8486,5,Bahria,2019-07-08,8486
Town_2019-07-08_8486,5,Town,2019-07-08,8486
Le_2010-12-07_5609,5,Le,2010-12-07,5609
Camp_2004-03-14_2499,5,Camp,2004-03-14,2499
Park_2007-07-09_3388,5,Park,2007-07-09,3388
Guantánamo_2007-04-26_3299,5,Guantánamo,2007-04-26,3299
Guantánamo_2009-09-05_4682,5,Guantánamo,2009-09-05,4682
Hill_2021-10-02_9554,5,Hill,2021-10-02,9554
Menwith_2021-10-02_9554,5,Menwith,2021-10-02,9554
Mir_2001-11-14_1304,4,Mir,2001-11-14,1304
Guantanamo_2003-07-18_2343,4,Guantanamo,2003-07-18,2343
Guantanamo_2003-07-19_2344,4,Guantanamo,2003-07-19,2344
Salerno_2005-03-19_2705,4,Salerno,2005-03-19,2705
Vatican_2003-08-01_2350,4,Vatican,2003-08-01,2350
Guantanamo_2002-01-21_1703,4,Guantanamo,2002-01-21,1703
Guantánamo_2015-02-19_7567,4,Guantánamo,2015-02-19,7567
Square_2005-07-10_2755,4,Square,2005-07-10,2755
Fleet_2014-07-16_7305,4,Fleet,2014-07-16,7305
Road_2011-05-06_5857,4,Road,2011-05-06,5857
Edgware_2011-05-06_5857,4,Edgware,2011-05-06,5857
Guantánamo_2011-04-25_5809,4,Guantánamo,2011-04-25,5809
Guantanamo_2002-07-29_2008,4,Guantanamo,2002-07-29,2008
Square_2013-11-08_6971,4,Square,2013-11-08,6971
Camp_2003-08-09_2355,4,Camp,2003-08-09,2355
Guantánamo_2014-06-11_7263,4,Guantánamo,2014-06-11,7263
Bay_2009-09-05_4682,4,Bay,2009-09-05,4682
Square_2016-02-23_7890,4,Square,2016-02-23,7890
Camp_2014-10-28_7427,4,Camp,2014-10-28,7427
Telegraph_2006-08-04_3002,4,Telegraph,2006-08-04,3002
Victoria_2016-02-23_7890,4,Victoria,2016-02-23,7890
Camp_2011-12-20_6155,4,Camp,2011-12-20,6155
Guantánamo_2009-09-11_4702,4,Guantánamo,2009-09-11,4702
Bastion_2012-03-14_6244,4,Bastion,2012-03-14,6244
Bastion_2014-10-26_7422,4,Bastion,2014-10-26,7422
Square_2016-02-27_7895,4,Square,2016-02-27,7895
Camp_2014-10-26_7422,4,Camp,2014-10-26,7422
Guantanamo_2004-03-21_2511,4,Guantanamo,2004-03-21,2511
Bastion_2011-12-20_6155,4,Bastion,2011-12-20,6155
Guantanamo_2004-02-19_2474,4,Guantanamo,2004-02-19,2474
Guantánamo_2007-08-08_3441,4,Guantánamo,2007-08-08,3441
Delta_2003-08-09_2355,4,Delta,2003-08-09,2355
Bastion_2012-09-20_6448,4,Bastion,2012-09-20,6448
Telegraph_2001-11-07_1221,4,Telegraph,2001-11-07,1221
Street_2014-07-16_7305,4,Street,2014-07-16,7305
Guantánamo_2014-06-09_7258,4,Guantánamo,2014-06-09,7258
Park_2002-01-27_1727,4,Park,2002-01-27,1727
Guantánamo_2004-07-05_2577,4,Guantánamo,2004-07-05,2577
Road_2009-02-04_4266,4,Road,2009-02-04,4266
St_2016-06-13_7979,4,St,2016-06-13,7979
Finsbury_2002-01-27_1727,4,Finsbury,2002-01-27,1727
Camp_2014-11-09_7438,4,Camp,2014-11-09,7438
Palace_2003-11-16_2412,4,Palace,2003-11-16,2412
Camp_2010-12-07_5607,4,Camp,2010-12-07,5607
Guantánamo_2011-04-25_5820,4,Guantánamo,2011-04-25,5820
Buckingham_2003-11-16_2412,4,Buckingham,2003-11-16,2412
Gitmo_2012-09-11_6422,4,Gitmo,2012-09-11,6422
Delta_2002-09-09_2056,4,Delta,2002-09-09,2056
Camp_2002-09-09_2056,4,Camp,2002-09-09,2056
Guantánamo_2016-01-06_7859,4,Guantánamo,2016-01-06,7859
Camp_2008-12-19_4222,4,Camp,2008-12-19,4222
Victoria_2016-02-27_7895,4,Victoria,2016-02-27,7895
Bastion_2010-12-07_5607,4,Bastion,2010-12-07,5607
Downing_2008-03-15_3796,4,Downing,2008-03-15,3796
Camp_2009-01-23_4250,4,Camp,2009-01-23,4250
Tiananmen_2013-11-08_6971,4,Tiananmen,2013-11-08,6971
Tavistock_2005-07-10_2755,4,Tavistock,2005-07-10,2755
Camp_2012-09-20_6448,4,Camp,2012-09-20,6448
Street_2008-03-15_3796,4,Street,2008-03-15,3796
Monde_2010-12-07_5609,4,Monde,2010-12-07,5609
Bay_2013-04-20_6707,4,Bay,2013-04-20,6707
Telegraph_2001-12-04_1507,4,Telegraph,2001-12-04,1507
Guantanamo_2002-01-23_1712,4,Guantanamo,2002-01-23,1712
Bastion_2009-01-23_4250,4,Bastion,2009-01-23,4250
Guantanamo_2004-02-19_2473,3,Guantanamo,2004-02-19,2473
Palace_2004-12-19_2681,3,Palace,2004-12-19,2681
Guantanamo_2003-08-09_2355,3,Guantanamo,2003-08-09,2355
Guantánamo_2011-04-25_5811,3,Guantánamo,2011-04-25,5811
Square_2012-07-10_6369,3,Square,2012-07-10,6369
Guantánamo_2011-04-25_5812,3,Guantánamo,2011-04-25,5812
Telegraph_2007-12-24_3632,3,Telegraph,2007-12-24,3632
Guantánamo_2011-04-25_5818,3,Guantánamo,2011-04-25,5818
Guantánamo_2011-04-25_5815,3,Guantánamo,2011-04-25,5815
Bastion_2007-04-13_3292,3,Bastion,2007-04-13,3292
Heathrow_2008-10-30_4143,3,Heathrow,2008-10-30,4143
Guantánamo_2011-04-25_5805,3,Guantánamo,2011-04-25,5805
Guantanamo_2002-05-07_1906,3,Guantanamo,2002-05-07,1906
Hood_2010-10-01_5407,3,Hood,2010-10-01,5407
Fort_2010-10-01_5407,3,Fort,2010-10-01,5407
Park_2012-07-05_6364,3,Park,2012-07-05,6364
Olympic_2012-07-05_6364,3,Olympic,2012-07-05,6364
Bay_2002-01-22_1709,3,Bay,2002-01-22,1709
Buckingham_2012-09-25_6460,3,Buckingham,2012-09-25,6460
Palace_2015-05-14_7639,3,Palace,2015-05-14,7639
Guantánamo_2004-10-02_2629,3,Guantánamo,2004-10-02,2629
Guantanamo_2003-09-24_2380,3,Guantanamo,2003-09-24,2380
Bay_2015-02-18_7565,3,Bay,2015-02-18,7565
Guantánamo_2015-02-18_7565,3,Guantánamo,2015-02-18,7565
Guantanamo_2013-04-23_6710,3,Guantanamo,2013-04-23,6710
Guantánamo_2014-06-02_7221,3,Guantánamo,2014-06-02,7221
Guantánamo_2014-06-07_7242,3,Guantánamo,2014-06-07,7242
David_2021-08-16_8994,3,David,2021-08-16,8994
Camp_2021-08-16_8994,3,Camp,2021-08-16,8994
Telegraph_2006-09-12_3052,3,Telegraph,2006-09-12,3052
Guantánamo_2011-01-06_5667,3,Guantánamo,2011-01-06,5667
Akhtar_2008-02-26_3741,3,Akhtar,2008-02-26,3741
Park_2015-05-14_7639,3,Park,2015-05-14,7639
Mir_2014-06-06_7239,3,Mir,2014-06-06,7239
Maiwand_2011-01-07_5668,3,Maiwand,2011-01-07,5668
Telegraph_2008-02-27_3744,3,Telegraph,2008-02-27,3744
Park_2002-09-10_2058,3,Park,2002-09-10,2058
Guantanamo_2002-01-24_1717,3,Guantanamo,2002-01-24,1717
Guantánamo_2010-08-14_5321,3,Guantánamo,2010-08-14,5321
Guantánamo_2008-12-08_4206,3,Guantánamo,2008-12-08,4206
MacArthur_2002-09-10_2058,3,MacArthur,2002-09-10,2058
Guantánamo_2009-01-04_4233,3,Guantánamo,2009-01-04,4233
Bastion_2008-12-19_4222,3,Bastion,2008-12-19,4222
Love_2018-02-07_8326,3,Love,2018-02-07,8326
Guantánamo_2013-04-23_6711,3,Guantánamo,2013-04-23,6711
Camp_2007-04-13_3292,3,Camp,2007-04-13,3292
Camp_2012-09-07_6415,3,Camp,2012-09-07,6415
Mir_2011-03-29_5776,3,Mir,2011-03-29,5776
Guantanamo_2002-06-01_1943,3,Guantanamo,2002-06-01,1943
Guantánamo_2009-03-12_4330,3,Guantánamo,2009-03-12,4330
Civil_2010-12-16_5636,3,Civil,2010-12-16,5636
Heathrow_2006-10-10_3094,3,Heathrow,2006-10-10,3094
Nuclear_2010-12-16_5636,3,Nuclear,2010-12-16,5636
Palace_2012-09-25_6460,3,Palace,2012-09-25,6460
Stanley_1999-08-16_75,3,Stanley,1999-08-16,75
Delta_2004-01-10_2453,3,Delta,2004-01-10,2453
Camp_2004-01-10_2453,3,Camp,2004-01-10,2453
Guantánamo_2017-05-10_8189,3,Guantánamo,2017-05-10,8189
Camp_2012-07-18_6375,3,Camp,2012-07-18,6375
Bastion_2012-07-18_6375,3,Bastion,2012-07-18,6375
Port_1999-08-16_75,3,Port,1999-08-16,75
Camp_2008-01-12_3667,3,Camp,2008-01-12,3667
Buckingham_2004-12-19_2681,3,Buckingham,2004-12-19,2681
Bastion_2008-01-12_3667,3,Bastion,2008-01-12,3667
Moresby_2018-12-22_8433,3,Moresby,2018-12-22,8433
Rose_2014-06-01_7214,3,Rose,2014-06-01,7214
Garden_2014-06-01_7214,3,Garden,2014-06-01,7214
Port_2018-12-22_8433,3,Port,2018-12-22,8433
Hailey_2014-06-06_7236,3,Hailey,2014-06-06,7236
Guantanamo_2002-01-22_1709,3,Guantanamo,2002-01-22,1709
Guantanamo_2004-03-10_2492,3,Guantanamo,2004-03-10,2492
Bridge_2001-09-26_655,3,Bridge,2001-09-26,655
Fort_2013-08-05_6876,3,Fort,2013-08-05,6876
Bastion_2014-10-28_7427,3,Bastion,2014-10-28,7427
Guantánamo_2017-02-22_8131,3,Guantánamo,2017-02-22,8131
Telegraph_2001-12-06_1522,3,Telegraph,2001-12-06,1522
Guantánamo_2005-12-28_2829,3,Guantánamo,2005-12-28,2829
Bay_2005-12-28_2829,3,Bay,2005-12-28,2829
Parliament_2011-06-23_5936,3,Parliament,2011-06-23,5936
Square_2011-06-23_5936,3,Square,2011-06-23,5936
Guantánamo_2014-03-17_7112,3,Guantánamo,2014-03-17,7112
Camp_2019-09-08_8502,3,Camp,2019-09-08,8502
Mir_2019-11-05_8541,3,Mir,2019-11-05,8541
Guantánamo_2010-11-18_5480,3,Guantánamo,2010-11-18,5480
Guantanamo_2006-05-28_2922,3,Guantanamo,2006-05-28,2922
Bay_2014-10-02_7390,3,Bay,2014-10-02,7390
Guantanamo_2003-03-08_2240,3,Guantanamo,2003-03-08,2240
Guantanamo_2002-01-18_1692,3,Guantanamo,2002-01-18,1692
Guantánamo_2004-06-12_2561,3,Guantánamo,2004-06-12,2561
Deacon_2001-09-30_730,3,Deacon,2001-09-30,730
Guantanamo_2012-01-04_6169,3,Guantanamo,2012-01-04,6169
Bastion_2007-03-30_3277,3,Bastion,2007-03-30,3277
Telegraph_2002-01-28_1731,3,Telegraph,2002-01-28,1731
Telegraph_2006-02-13_2851,3,Telegraph,2006-02-13,2851
Camp_2007-03-30_3277,3,Camp,2007-03-30,3277
Camp_2011-12-20_6157,3,Camp,2011-12-20,6157
Guantánamo_2007-03-26_3274,3,Guantánamo,2007-03-26,3274
Guantánamo_2006-02-17_2855,3,Guantánamo,2006-02-17,2855
Guantanamo_2007-06-16_3361,3,Guantanamo,2007-06-16,3361
Guantanamo_2006-03-05_2865,3,Guantanamo,2006-03-05,2865
Bastion_2011-12-20_6157,3,Bastion,2011-12-20,6157
Hood_2013-08-05_6876,3,Hood,2013-08-05,6876
Guantánamo_2008-09-13_4060,3,Guantánamo,2008-09-13,4060
Guantánamo_2017-02-22_8133,3,Guantánamo,2017-02-22,8133
Guantánamo_2017-02-23_8135,3,Guantánamo,2017-02-23,8135
Guantánamo_2009-10-06_4751,3,Guantánamo,2009-10-06,4751
David_2019-09-08_8502,3,David,2019-09-08,8502
Guantánamo_2011-04-26_5823,3,Guantánamo,2011-04-26,5823
Brook_2012-04-20_6283,3,Brook,2012-04-20,6283
Vanden_2012-04-20_6283,3,Vanden,2012-04-20,6283
Karzai_2021-08-26_9205,3,Karzai,2021-08-26,9205
International_2021-08-26_9205,3,International,2021-08-26,9205
Airport_2021-08-26_9205,3,Airport,2021-08-26,9205
Guantánamo_2004-03-11_2494,3,Guantánamo,2004-03-11,2494
Bay_2004-03-11_2494,3,Bay,2004-03-11,2494
Vatican_2002-11-07_2148,3,Vatican,2002-11-07,2148
Guantanamo_2002-04-01_1863,3,Guantanamo,2002-04-01,1863
Kabul_2001-09-25_649,3,Kabul,2001-09-25,649
Road_2001-09-25_649,3,Road,2001-09-25,649
Tower_2002-09-07_2054,3,Tower,2002-09-07,2054
Camp_2015-12-23_7850,3,Camp,2015-12-23,7850
Telegraph_2006-07-04_2969,3,Telegraph,2006-07-04,2969
David_2019-09-14_8517,2,David,2019-09-14,8517
Camp_2012-12-21_6580,2,Camp,2012-12-21,6580
Mir_2015-01-12_7522,2,Mir,2015-01-12,7522
Telegraph_2006-07-11_2983,2,Telegraph,2006-07-11,2983
Blair_2001-10-07_818,2,Blair,2001-10-07,818
Grenfell_2018-10-18_8411,2,Grenfell,2018-10-18,8411
Guantánamo_2014-09-27_7377,2,Guantánamo,2014-09-27,7377
Ellwood_2006-07-24_2993,2,Ellwood,2006-07-24,2993
Bastion_2012-12-21_6580,2,Bastion,2012-12-21,6580
Tower_2018-10-18_8411,2,Tower,2018-10-18,8411
Bay_2007-04-27_3303,2,Bay,2007-04-27,3303
Oman_2001-10-07_818,2,Oman,2001-10-07,818
Rowlands_2001-10-11_907,2,Rowlands,2001-10-11,907
Moria_2020-01-17_8578,2,Moria,2020-01-17,8578
Guantánamo_2006-05-20_2914,2,Guantánamo,2006-05-20,2914
Jamshidieh_2002-10-28_2137,2,Jamshidieh,2002-10-28,2137
Mir_2014-09-29_7382,2,Mir,2014-09-29,7382
Ms_2001-10-11_907,2,Ms,2001-10-11,907
Guantanamo_2002-09-21_2095,2,Guantanamo,2002-09-21,2095
Karachi_2018-12-13_8430,2,Karachi,2018-12-13,8430
Heathrow_2001-10-07_818,2,Heathrow,2001-10-07,818
Guantánamo_2008-07-18_3955,2,Guantánamo,2008-07-18,3955
Mir_2014-09-29_7383,2,Mir,2014-09-29,7383
Badshah_2010-12-04_5595,2,Badshah,2010-12-04,5595
Monde_2015-01-13_7525,2,Monde,2015-01-13,7525
Le_2015-01-13_7525,2,Le,2015-01-13,7525
metro_2016-03-27_7915,2,metro,2016-03-27,7915
S_2010-11-30_5520,2,S,2010-11-30,5520
David_2019-09-11_8513,2,David,2019-09-11,8513
Guantánamo_2006-04-20_2895,2,Guantánamo,2006-04-20,2895
Bay_2006-04-20_2895,2,Bay,2006-04-20,2895
Bastion_2008-07-30_3972,2,Bastion,2008-07-30,3972
Death_2001-10-13_937,2,Death,2001-10-13,937
Camp_2013-01-01_6588,2,Camp,2013-01-01,6588
Camp_2008-07-30_3972,2,Camp,2008-07-30,3972
Parachute_2008-07-23_3961,2,Parachute,2008-07-23,3961
Battalion_2008-07-23_3961,2,Battalion,2008-07-23,3961
Bay_2012-10-08_6471,2,Bay,2012-10-08,6471
Vatican_2010-12-07_5609,2,Vatican,2010-12-07,5609
Camp_2019-09-14_8517,2,Camp,2019-09-14,8517
Bastion_2014-11-09_7438,2,Bastion,2014-11-09,7438
Park_2002-10-28_2137,2,Park,2002-10-28,2137
Heathrow_2008-03-26_3806,2,Heathrow,2008-03-26,3806
Guantanamo_2006-05-23_2920,2,Guantanamo,2006-05-23,2920
Bastion_2006-08-01_2999,2,Bastion,2006-08-01,2999
Guantanamo_2007-04-27_3303,2,Guantanamo,2007-04-27,3303
Park_2019-09-09_8505,2,Park,2019-09-09,8505
Park_2019-09-29_8530,2,Park,2019-09-29,8530
Anderton_2019-09-29_8530,2,Anderton,2019-09-29,8530
Gate_2006-07-04_2972,2,Gate,2006-07-04,2972
Grande_2012-10-23_6508,2,Grande,2012-10-23,6508
Rio_2012-10-23_6508,2,Rio,2012-10-23,6508
Leatherneck_2014-10-26_7422,2,Leatherneck,2014-10-26,7422
Forest_2006-07-04_2972,2,Forest,2006-07-04,2972
Gwadar_2006-07-04_2970,2,Gwadar,2006-07-04,2970
Cooperation_2010-12-16_5636,2,Cooperation,2010-12-16,5636
Agreement_2010-12-16_5636,2,Agreement,2010-12-16,5636
Telegraph_2001-10-11_898,2,Telegraph,2001-10-11,898
Kandahar_2010-12-04_5595,2,Kandahar,2010-12-04,5595
Airfield_2010-12-04_5595,2,Airfield,2010-12-04,5595
Denmark_2019-09-15_8519,2,Denmark,2019-09-15,8519
St_2012-10-04_6467,2,St,2012-10-04,6467
Telegraph_2006-07-03_2966,2,Telegraph,2006-07-03,2966
Guantánamo_2014-12-07_7478,2,Guantánamo,2014-12-07,7478
Camp_2006-08-01_2999,2,Camp,2006-08-01,2999
Telegraph_2002-10-24_2135,2,Telegraph,2002-10-24,2135
Guantánamo_2019-11-14_8545,2,Guantánamo,2019-11-14,8545
Dimia_2002-09-30_2107,2,Dimia,2002-09-30,2107
Bastion_2012-09-24_6454,2,Bastion,2012-09-24,6454
Worcester_2019-09-09_8505,2,Worcester,2019-09-09,8505
Forest_2006-06-07_2929,2,Forest,2006-06-07,2929
Gate_2006-06-07_2929,2,Gate,2006-06-07,2929
Karachi_2016-02-12_7885,2,Karachi,2016-02-12,7885
Guantánamo_2014-12-20_7507,2,Guantánamo,2014-12-20,7507
Palace_2001-10-14_956,2,Palace,2001-10-14,956
Camp_2019-09-11_8513,2,Camp,2019-09-11,8513
Camp_2012-09-24_6454,2,Camp,2012-09-24,6454
Road_2006-08-13_3014,2,Road,2006-08-13,3014
Park_2012-09-24_6455,2,Park,2012-09-24,6455
Zaeef_2010-12-02_5581,2,Zaeef,2010-12-02,5581
Telegraph_2002-01-17_1689,2,Telegraph,2002-01-17,1689
Finsbury_2012-09-24_6455,2,Finsbury,2012-09-24,6455
Kandahar_2001-10-09_858,2,Kandahar,2001-10-09,858
Guantanamo_2002-01-17_1689,2,Guantanamo,2002-01-17,1689
Wagga_2019-11-19_8550,2,Wagga,2019-11-19,8550
Wagga_2019-11-14_8547,2,Wagga,2019-11-14,8547
Guantanamo_2002-09-25_2099,2,Guantanamo,2002-09-25,2099
Guantanamo_2012-12-17_6569,2,Guantanamo,2012-12-17,6569
Park_2002-01-28_1732,2,Park,2002-01-28,1732
Guantanamo_2015-01-26_7535,2,Guantanamo,2015-01-26,7535
Telegraph_2007-08-16_3462,2,Telegraph,2007-08-16,3462
Square_2016-12-16_8084,2,Square,2016-12-16,8084
Victoria_2016-12-16_8084,2,Victoria,2016-12-16,8084
Fort_2011-06-23_5934,2,Fort,2011-06-23,5934
Drum_2011-06-23_5934,2,Drum,2011-06-23,5934
Fort_2011-10-02_6056,2,Fort,2011-10-02,6056
Asad_2016-11-28_8072,2,Asad,2016-11-28,8072
al_2016-11-28_8072,2,al,2016-11-28,8072
Camp_2016-11-28_8072,2,Camp,2016-11-28,8072
Jinnah_2015-10-21_7788,2,Jinnah,2015-10-21,7788
Gitmo_2011-07-01_5953,2,Gitmo,2011-07-01,5953
Richmond_2016-04-19_7942,2,Richmond,2016-04-19,7942
International_2015-10-21_7788,2,International,2015-10-21,7788
Bay_2007-08-08_3441,2,Bay,2007-08-08,3441
Trump_2016-11-09_8059,2,Trump,2016-11-09,8059
Karachi_2015-10-21_7788,2,Karachi,2015-10-21,7788
Camp_2001-12-12_1562,2,Camp,2001-12-12,1562
Rhino_2001-12-12_1562,2,Rhino,2001-12-12,1562
Telegraph_2007-08-15_3457,2,Telegraph,2007-08-15,3457
Camp_2012-03-07_6221,2,Camp,2012-03-07,6221
Guantánamo_2008-03-02_3769,2,Guantánamo,2008-03-02,3769
Bastion_2012-03-07_6221,2,Bastion,2012-03-07,6221
Sharifi_2015-09-01_7722,2,Sharifi,2015-09-01,7722
Road_2002-01-10_1667,2,Road,2002-01-10,1667
Telegraph_2002-03-21_1848,2,Telegraph,2002-03-21,1848
Telegraph_2001-11-29_1478,2,Telegraph,2001-11-29,1478
Guantánamo_2017-02-23_8138,2,Guantánamo,2017-02-23,8138
Bay_2017-02-23_8136,2,Bay,2017-02-23,8136
Guantánamo_2017-02-23_8136,2,Guantánamo,2017-02-23,8136
Guantanamo_2002-01-09_1664,2,Guantanamo,2002-01-09,1664
Guantánamo_2017-02-23_8134,2,Guantánamo,2017-02-23,8134
Telegraph_2002-01-09_1663,2,Telegraph,2002-01-09,1663
Rossmore_2002-01-27_1727,2,Rossmore,2002-01-27,1727
Road_2002-01-27_1727,2,Road,2002-01-27,1727
Bay_2017-02-22_8132,2,Bay,2017-02-22,8132
Guantánamo_2017-02-22_8129,2,Guantánamo,2017-02-22,8129
Telegraph_2007-09-06_3485,2,Telegraph,2007-09-06,3485
al_2011-06-21_5925,2,al,2011-06-21,5925
Qaida_2011-06-21_5925,2,Qaida,2011-06-21,5925
Telegraph_2001-12-13_1568,2,Telegraph,2001-12-13,1568
Camp_2011-07-04_5956,2,Camp,2011-07-04,5956
Bastion_2011-07-04_5956,2,Bastion,2011-07-04,5956
Kandahar_2001-12-14_1572,2,Kandahar,2001-12-14,1572
Woods_2007-07-20_3407,2,Woods,2007-07-20,3407
Guantánamo_2012-01-09_6173,2,Guantánamo,2012-01-09,6173
Bragg_2015-12-22_7845,2,Bragg,2015-12-22,7845
Camp_2011-07-25_5988,2,Camp,2011-07-25,5988
Bastion_2011-07-25_5988,2,Bastion,2011-07-25,5988
Tangi_2011-08-08_5997,2,Tangi,2011-08-08,5997
Fort_2015-12-22_7845,2,Fort,2015-12-22,7845
valley_2011-08-08_5997,2,valley,2011-08-08,5997
Victoria_2002-01-28_1732,2,Victoria,2002-01-28,1732
Bay_2011-12-31_6164,2,Bay,2011-12-31,6164
Bay_2002-01-31_1738,2,Bay,2002-01-31,1738
Guantánamo_2011-09-02_6014,2,Guantánamo,2011-09-02,6014
Guantanamo_2002-01-31_1738,2,Guantanamo,2002-01-31,1738
Guantánamo_2011-12-31_6164,2,Guantánamo,2011-12-31,6164
Gitmo_2015-12-02_7827,2,Gitmo,2015-12-02,7827
Square_2016-05-27_7971,2,Square,2016-05-27,7971
Tipton_2002-01-30_1735,2,Tipton,2002-01-30,1735
Telegraph_2007-03-07_3252,2,Telegraph,2007-03-07,3252
Guantánamo_2007-03-02_3244,2,Guantánamo,2007-03-02,3244
Park_2016-04-19_7942,2,Park,2016-04-19,7942
Diary_2001-12-16_1582,2,Diary,2001-12-16,1582
airport_2001-12-14_1572,2,airport,2001-12-14,1572
Guantánamo_2012-01-18_6186,2,Guantánamo,2012-01-18,6186
Telegraph_2001-12-14_1573,2,Telegraph,2001-12-14,1573
Bay_2002-02-20_1782,2,Bay,2002-02-20,1782
Guantanamo_2002-02-20_1782,2,Guantanamo,2002-02-20,1782
Park_2002-02-17_1779,2,Park,2002-02-17,1779
Finsbury_2002-02-17_1779,2,Finsbury,2002-02-17,1779
Camp_2011-07-06_5960,2,Camp,2011-07-06,5960
Bay_2015-10-30_7799,2,Bay,2015-10-30,7799
Bastion_2011-07-06_5960,2,Bastion,2011-07-06,5960
Camp_2011-07-10_5962,2,Camp,2011-07-10,5962
Rhino_2011-07-10_5962,2,Rhino,2011-07-10,5962
Guantánamo_2015-10-30_7797,2,Guantánamo,2015-10-30,7797
Bay_2015-10-30_7797,2,Bay,2015-10-30,7797
America_2011-07-17_5978,2,America,2011-07-17,5978
Guantánamo_2015-10-30_7799,2,Guantánamo,2015-10-30,7799
Guantanamo_2015-08-25_7717,2,Guantanamo,2015-08-25,7717
Camp_2017-03-19_8158,2,Camp,2017-03-19,8158
Telegraph_2002-01-10_1667,2,Telegraph,2002-01-10,1667
